time,data,Grams,Newtons,multiplier,offset
34970,-432077,81.59453,,0.00111,561.2
35054,-432108,81.56012,,0.00111,561.2
35138,-432111,81.55679,,0.00111,561.2
35222,-432103,81.56567,,0.00111,561.2
35306,-432098,81.57122,,0.00111,561.2
35390,-432067,81.60563,,0.00111,561.2
35475,-432059,81.61451,,0.00111,561.2
35559,-432111,81.55679,,0.00111,561.2
35643,-432113,81.55457,,0.00111,561.2
35727,-432081,81.59009,,0.00111,561.2
35811,-432105,81.56345,,0.00111,561.2
35896,-432119,81.54791,,0.00111,561.2
35980,-432104,81.56456,,0.00111,561.2
36064,-432112,81.55568,,0.00111,561.2
36148,-432127,81.53903,,0.00111,561.2
36232,-432085,81.58565,,0.00111,561.2
36316,-432067,81.60563,,0.00111,561.2
36401,-432082,81.58898,,0.00111,561.2
36485,-432052,81.62228,,0.00111,561.2
36569,-432019,81.65891,,0.00111,561.2
36653,-432003,81.67667,,0.00111,561.2
36737,-432059,81.61451,,0.00111,561.2
36821,-432098,81.57122,,0.00111,561.2
36906,-432105,81.56345,,0.00111,561.2
36990,-432067,81.60563,,0.00111,561.2
37074,-432024,81.65336,,0.00111,561.2
37158,-432044,81.63116,,0.00111,561.2
37242,-432082,81.58898,,0.00111,561.2
37327,-432112,81.55568,,0.00111,561.2
37411,-432087,81.58343,,0.00111,561.2
37495,-432070,81.6023,,0.00111,561.2
37579,-432085,81.58565,,0.00111,561.2
37663,-432088,81.58232,,0.00111,561.2
37747,-432077,81.59453,,0.00111,561.2
37832,-432103,81.56567,,0.00111,561.2
37916,-432110,81.5579,,0.00111,561.2
38000,-432090,81.5801,,0.00111,561.2
38084,-432089,81.58121,,0.00111,561.2
38168,-432106,81.56234,,0.00111,561.2
38252,-432084,81.58676,,0.00111,561.2
38337,-432089,81.58121,,0.00111,561.2
38421,-432093,81.57677,,0.00111,561.2
38505,-432048,81.62672,,0.00111,561.2
38589,-432046,81.62894,,0.00111,561.2
38673,-432074,81.59786,,0.00111,561.2
38758,-432061,81.61229,,0.00111,561.2
38842,-432046,81.62894,,0.00111,561.2
38926,-432036,81.64004,,0.00111,561.2
39010,-432026,81.65114,,0.00111,561.2
39094,-432079,81.59231,,0.00111,561.2
39178,-432101,81.56789,,0.00111,561.2
39263,-432109,81.55901,,0.00111,561.2
39347,-432095,81.57455,,0.00111,561.2
39431,-432093,81.57677,,0.00111,561.2
39515,-432061,81.61229,,0.00111,561.2
39599,-432028,81.64892,,0.00111,561.2
39683,-432035,81.64115,,0.00111,561.2
39768,-432086,81.58454,,0.00111,561.2
39852,-432076,81.59564,,0.00111,561.2
39936,-432079,81.59231,,0.00111,561.2
40020,-432089,81.58121,,0.00111,561.2
40104,-432086,81.58454,,0.00111,561.2
40188,-432098,81.57122,,0.00111,561.2
40273,-432099,81.57011,,0.00111,561.2
40357,-432101,81.56789,,0.00111,561.2
40441,-432124,81.54236,,0.00111,561.2
40525,-432118,81.54902,,0.00111,561.2
40609,-432083,81.58787,,0.00111,561.2
40694,-432053,81.62117,,0.00111,561.2
40778,-432097,81.57233,,0.00111,561.2
40862,-432111,81.55679,,0.00111,561.2
40946,-432094,81.57566,,0.00111,561.2
41030,-432138,81.52682,,0.00111,561.2
41114,-432140,81.5246,,0.00111,561.2
41199,-432132,81.53348,,0.00111,561.2
41283,-432165,81.49685,,0.00111,561.2
41367,-432148,81.51572,,0.00111,561.2
41451,-432116,81.55124,,0.00111,561.2
41535,-432124,81.54236,,0.00111,561.2
41619,-432134,81.53126,,0.00111,561.2
41704,-432108,81.56012,,0.00111,561.2
41788,-432097,81.57233,,0.00111,561.2
41872,-432071,81.60119,,0.00111,561.2
41956,-432123,81.54347,,0.00111,561.2
42040,-432131,81.53459,,0.00111,561.2
42125,-432133,81.53237,,0.00111,561.2
42209,-432135,81.53015,,0.00111,561.2
42293,-432124,81.54236,,0.00111,561.2
42377,-432137,81.52793,,0.00111,561.2
42461,-432142,81.52238,,0.00111,561.2
42545,-432144,81.52016,,0.00111,561.2
42630,-432144,81.52016,,0.00111,561.2
42714,-432178,81.48242,,0.00111,561.2
42798,-432198,81.46022,,0.00111,561.2
42882,-432193,81.46577,,0.00111,561.2
42966,-432228,81.42692,,0.00111,561.2
43050,-432152,81.51128,,0.00111,561.2
43135,-432095,81.57455,,0.00111,561.2
43219,-432130,81.5357,,0.00111,561.2
43303,-432143,81.52127,,0.00111,561.2
43387,-432105,81.56345,,0.00111,561.2
43471,-432092,81.57788,,0.00111,561.2
43556,-432136,81.52904,,0.00111,561.2
43640,-432092,81.57788,,0.00111,561.2
43724,-432102,81.56678,,0.00111,561.2
43808,-432116,81.55124,,0.00111,561.2
43892,-432091,81.57899,,0.00111,561.2
43976,-432116,81.55124,,0.00111,561.2
44061,-432078,81.59342,,0.00111,561.2
44145,-432034,81.64226,,0.00111,561.2
44229,-432665,80.94185,,0.00111,561.2
44313,-433079,80.48231,,0.00111,561.2
44397,-428443,85.62827,,0.00111,561.2
44481,-407092,109.32788,,0.00111,561.2
44566,-350994,171.59666,,0.00111,561.2
44650,-244108,290.24012,,0.00111,561.2
44734,-48947,506.86883,,0.00111,561.2
44818,282643,874.93373,,0.00111,561.2
44902,499462,1115.60282,,0.00111,561.2
44987,569232,1193.04752,,0.00111,561.2
45071,568451,1192.18061,,0.00111,561.2
45155,420656,1028.12816,,0.00111,561.2
45239,195191,777.86201,,0.00111,561.2
45323,-18386,540.79154,,0.00111,561.2
